,Class Nbr,Tot Enrl,Start Date,End Date,Mtg Start,Mtg End,Mon,Tues,Wed,Thu,Fri,Sat,Sun,Building,Location
1184,31928,15,2/18/2023,2/18/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1185,31928,15,3/4/2023,3/4/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1186,31928,15,3/18/2023,3/18/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1187,31928,15,4/1/2023,4/1/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1188,31928,15,4/15/2023,4/15/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1189,31928,15,4/29/2023,4/29/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1190,31928,15,5/13/2023,5/13/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1191,31927,15,1/28/2023,1/28/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1192,31927,15,2/11/2023,2/11/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1193,31927,15,2/25/2023,2/25/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1194,31927,15,3/11/2023,3/11/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1195,31927,15,3/25/2023,3/25/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1196,31927,15,4/8/2023,4/8/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1197,31927,15,4/22/2023,4/22/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1198,31927,15,5/6/2023,5/6/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1199,31926,19,2/4/2023,2/4/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,BDC,BKSFLD
1200,31926,19,2/18/2023,2/18/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1201,31926,19,3/4/2023,3/4/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1202,31926,19,3/18/2023,3/18/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1203,31926,19,4/1/2023,4/1/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1204,31926,19,4/15/2023,4/15/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1205,31926,19,4/29/2023,4/29/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1206,31926,19,5/13/2023,5/13/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1207,31925,19,1/28/2023,1/28/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,BDC,BKSFLD
1208,31925,19,2/11/2023,2/11/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1209,31925,19,2/25/2023,2/25/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1210,31925,19,3/11/2023,3/11/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1211,31925,19,3/25/2023,3/25/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1212,31925,19,4/8/2023,4/8/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1213,31925,19,4/22/2023,4/22/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1214,31925,19,5/6/2023,5/6/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1215,31924,15,1/28/2023,1/28/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1216,31924,15,2/11/2023,2/11/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1217,31924,15,2/25/2023,2/25/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1218,31924,15,3/11/2023,3/11/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1219,31924,15,3/25/2023,3/25/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1220,31924,15,4/8/2023,4/8/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1221,31924,15,4/22/2023,4/22/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1222,31924,15,5/6/2023,5/6/2023, 9:00:00 AM, 3:00:00 PM,,,,,,S,,EDUC,BKSFLD
1250,31849,7,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,EDUC,BKSFLD
1252,31851,5,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,EDUC,BKSFLD
1254,31853,6,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,DDH,BKSFLD
1258,31855,5,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,DDH,BKSFLD
1260,31857,2,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,DDH,BKSFLD
1262,31859,4,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,EDUC,BKSFLD
1264,31861,0,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,EDUC,BKSFLD
1266,31863,0,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,EDUC,BKSFLD
1268,31865,0,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,EDUC,BKSFLD
1270,31789,24,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,T,,,,,,DDH,BKSFLD
1283,31787,28,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,W,,,,,DDH,BKSFLD
1321,31329,5,1/24/2023,1/24/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1322,31329,5,1/31/2023,1/31/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1323,31329,5,2/7/2023,2/7/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1324,31329,5,2/21/2023,2/21/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1325,31329,5,3/7/2023,3/7/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1326,31329,5,3/21/2023,3/21/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1327,31329,5,4/11/2023,4/11/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1328,31329,5,4/25/2023,4/25/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1329,31329,5,5/2/2023,5/2/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1341,31330,13,1/27/2023,1/27/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,EDUC,BKSFLD
1342,31330,13,2/24/2023,2/24/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,EDUC,BKSFLD
1343,31330,13,3/17/2023,3/17/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,EDUC,BKSFLD
1344,31330,13,4/14/2023,4/14/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,EDUC,BKSFLD
1345,31330,13,4/28/2023,4/28/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,EDUC,BKSFLD
1350,31331,6,1/24/2023,1/24/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1351,31331,6,1/31/2023,1/31/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1352,31331,6,2/7/2023,2/7/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1353,31331,6,2/21/2023,2/21/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1354,31331,6,3/7/2023,3/7/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1355,31331,6,3/21/2023,3/21/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1356,31331,6,4/11/2023,4/11/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1357,31331,6,4/25/2023,4/25/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1358,31331,6,5/2/2023,5/2/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,DDH,BKSFLD
1369,31332,22,1/25/2023,1/25/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1370,31332,22,2/1/2023,2/1/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1371,31332,22,2/8/2023,2/8/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1372,31332,22,2/22/2023,2/22/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1373,31332,22,3/8/2023,3/8/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1374,31332,22,3/22/2023,3/22/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1375,31332,22,4/12/2023,4/12/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1376,31332,22,4/26/2023,4/26/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1377,31332,22,5/3/2023,5/3/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1398,31988,0,2/1/2023,2/1/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1399,31988,0,2/15/2023,2/15/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1400,31988,0,3/1/2023,3/1/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1401,31988,0,3/15/2023,3/15/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1402,31988,0,3/29/2023,3/29/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1403,31988,0,4/19/2023,4/19/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1404,31988,0,5/3/2023,5/3/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1405,31988,0,5/17/2023,5/17/2023, 4:30:00 PM, 7:00:00 PM,,,W,,,,,DDH,BKSFLD
1407,31336,18,1/26/2023,1/26/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1408,31336,18,2/2/2023,2/2/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1409,31336,18,2/9/2023,2/9/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1410,31336,18,2/23/2023,2/23/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1411,31336,18,3/9/2023,3/9/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1412,31336,18,3/23/2023,3/23/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1413,31336,18,4/13/2023,4/13/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1414,31336,18,4/27/2023,4/27/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1415,31336,18,5/11/2023,5/11/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1428,31341,14,2/2/2023,2/2/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1429,31341,14,2/16/2023,2/16/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1430,31341,14,3/2/2023,3/2/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1431,31341,14,3/16/2023,3/16/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1432,31341,14,3/30/2023,3/30/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1433,31341,14,4/20/2023,4/20/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1434,31341,14,5/4/2023,5/4/2023, 4:30:00 PM, 7:00:00 PM,,,,R,,,,DDH,BKSFLD
1438,31344,4,1/27/2023,1/27/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1439,31344,4,2/24/2023,2/24/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1440,31344,4,3/17/2023,3/17/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1441,31344,4,4/14/2023,4/14/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1448,31346,8,2/3/2023,2/3/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1449,31346,8,3/17/2023,3/17/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1450,31346,8,4/21/2023,4/21/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1451,31346,8,5/5/2023,5/5/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1472,31358,11,2/3/2023,2/3/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1473,31358,11,3/17/2023,3/17/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1474,31358,11,4/21/2023,4/21/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1475,31358,11,5/5/2023,5/5/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1546,31360,9,2/3/2023,2/3/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1547,31360,9,3/17/2023,3/17/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1548,31360,9,4/28/2023,4/28/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1586,31362,3,2/3/2023,2/3/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1587,31362,3,3/17/2023,3/17/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1588,31362,3,4/28/2023,4/28/2023, 4:30:00 PM, 7:00:00 PM,,,,,F,,,DDH,BKSFLD
1687,31801,34,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,T,,,,,,DDH,BKSFLD
1688,31802,34,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,W,,,,,SCI III,BKSFLD
1689,31803,22,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,,F,,,EDUC,BKSFLD
1690,31804,34,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,EDUC,BKSFLD
1691,31805,23,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,M,,,,,,,SCI III,BKSFLD
1692,31806,35,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,T,,,,,,EDUC,BKSFLD
1704,31809,28,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,T,,,,,,WSL,BKSFLD
1705,31810,19,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,M,,,,,,,WSL,BKSFLD
1718,32829,27,1/23/2023,5/19/2023, 4:30:00 PM, 7:00:00 PM,,T,,,,,,EDUC,BKSFLD
1729,31823,21,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,,,,,EDUC,BKSFLD
1868,32238,38,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,,,,,,DDH,BKSFLD
1869,32238,38,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,,W,,,,,WSL,BKSFLD
1870,32241,10,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,,,,,WSL,BKSFLD
1871,32241,10,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,,,R,,,,DDH,BKSFLD
1872,32242,15,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,,,,,WSL,BKSFLD
1873,32242,15,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,,,R,,,,HUM,BKSFLD
1874,32243,15,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,,,,,RNEC,BKSFLD
1875,32243,15,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,,,R,,,,WSL,BKSFLD
1876,32244,18,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,,,,,WSL,BKSFLD
1877,32244,18,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,,,R,,,,DDH,BKSFLD
1878,32245,16,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,,,,,EDUC,BKSFLD
1879,32245,16,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,,,R,,,,WSL,BKSFLD
1880,32246,12,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,,,,,DDH,BKSFLD
1881,32246,12,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,,,R,,,,WSL,BKSFLD
1882,32247,18,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,,,,,,WSL,BKSFLD
1883,32247,18,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,,W,,,,,EDUC,BKSFLD
1884,32248,11,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,,,,,,WSL,BKSFLD
1885,32248,11,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,,W,,,,,HUM,BKSFLD
1886,32249,13,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,,,,,DDH,BKSFLD
1887,32249,13,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,,,R,,,,WSL,BKSFLD
1888,32250,13,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,WSL,BKSFLD
1889,32250,13,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,,,,,F,,,HUM,BKSFLD
1890,32251,24,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,,,,,WSL,BKSFLD
1891,32251,24,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,,,R,,,,HUM,BKSFLD
1892,32252,16,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,,,,,,DDH,BKSFLD
1893,32252,16,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,,W,,,,,WSL,BKSFLD
1894,32253,25,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,,,,,WSL,BKSFLD
1895,32253,25,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,,,R,,,,DDH,BKSFLD
1896,32254,13,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,,,,,,DDH,BKSFLD
1897,32254,13,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,,W,,,,,WSL,BKSFLD
1903,31698,29,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,RNEC,BKSFLD
1909,31625,37,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,MUS,BKSFLD
1911,31533,39,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
1914,31534,16,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,MUS,BKSFLD
1941,32409,18,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,,,,,WSL,BKSFLD
1943,32410,24,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,,,,WSL,BKSFLD
1945,32411,27,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,WSL,BKSFLD
1947,32412,29,1/23/2023,5/19/2023,11:00:00 AM,11:50:00 AM,M,,W,,,,,WSL,BKSFLD
1949,32413,25,1/23/2023,5/19/2023,11:30:00 AM,12:45:00 PM,,T,,,,,,HUM,BKSFLD
1951,32414,16,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,,,,,,WSL,BKSFLD
1953,32415,20,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,,,,,RNEC,BKSFLD
1955,32416,13,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,,,,,RNEC,BKSFLD
1965,31626,28,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,BDC,BKSFLD
1967,31532,25,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,HUM,BKSFLD
1973,31627,30,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,F,,,HUM,BKSFLD
1975,31794,35,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,W,,F,,,HUM,BKSFLD
1989,31690,19,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,MUS,BKSFLD
1995,31629,16,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,F,,,HUM,BKSFLD
1998,31696,28,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,DDH,BKSFLD
2000,31612,8,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,,W,,,,,EDUC,BKSFLD
2001,31535,1,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,HUM,BKSFLD
2003,31630,13,1/23/2023,5/19/2023,12:00:00 PM,12:50:00 PM,M,,W,,F,,,HUM,BKSFLD
2008,31620,22,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,W,,,,,WSL,BKSFLD
2011,31593,12,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,T,,,,,,HUM,BKSFLD
2012,31618,10,1/23/2023,5/19/2023, 5:30:00 PM, 8:00:00 PM,,,,R,,,,HUM,BKSFLD
2013,31621,5,1/23/2023,5/19/2023, 3:00:00 PM, 5:30:00 PM,,,W,,,,,DDH,BKSFLD
2018,33049,11,1/23/2023,5/19/2023, 6:30:00 PM, 7:20:00 PM,,T,,,,,,SCI III,BKSFLD
2019,33050,11,1/23/2023,5/19/2023, 6:30:00 PM, 8:10:00 PM,,,,R,,,,SCI III,BKSFLD
2020,32990,20,1/23/2023,5/19/2023, 1:00:00 PM, 1:50:00 PM,M,,,,,,,WSL,BKSFLD
2021,32991,11,1/23/2023,5/19/2023, 3:00:00 PM, 4:40:00 PM,M,,,,,,,EC I,BKSFLD
2022,32992,9,1/23/2023,5/19/2023,10:10:00 AM,11:50:00 AM,,,W,,,,,EC I,BKSFLD
2023,33052,20,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,,,,R,,,,SCI III,BKSFLD
2024,33053,9,1/23/2023,5/19/2023,10:00:00 AM,11:40:00 AM,,,,,F,,,SCI III,BKSFLD
2025,33054,11,1/23/2023,5/19/2023, 1:00:00 PM, 2:40:00 PM,,,,,F,,,SCI III,BKSFLD
2026,32993,12,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,M,,W,,,,,DDH,BKSFLD
2027,32994,7,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,M,,,,,,,EC II,BKSFLD
2028,32995,5,1/23/2023,5/19/2023, 4:00:00 PM, 6:30:00 PM,,,W,,,,,EC II,BKSFLD
2029,32956,5,1/23/2023,5/19/2023,10:00:00 AM,11:15:00 AM,,T,,R,,,,SCI III,BKSFLD
2030,32957,5,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,,T,,R,,,,SCI II,BKSFLD
2031,32958,12,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,,T,,R,,,,SCI II,BKSFLD
2032,32959,8,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,SCI II,BKSFLD
2033,32960,8,1/23/2023,5/19/2023, 8:30:00 AM,11:00:00 AM,,,,,F,,,EC I,BKSFLD
2035,32962,10,1/23/2023,5/19/2023,10:10:00 AM,10:35:00 AM,,T,,R,,,,WSL,BKSFLD
2036,32963,10,1/23/2023,5/19/2023,10:35:00 AM,11:50:00 AM,,T,,R,,,,WSL,BKSFLD
2037,32978,0,1/23/2023,5/19/2023,10:00:00 AM,10:50:00 AM,M,,W,,,,,EDUC,BKSFLD
2038,32979,0,1/23/2023,5/19/2023, 7:00:00 PM, 9:30:00 PM,,T,,,,,,EC II,BKSFLD
2039,32964,17,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2040,32965,17,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,M,,,,,,,EC I,BKSFLD
2042,32967,17,1/23/2023,5/19/2023, 2:30:00 PM, 3:45:00 PM,,T,,R,,,,DDH,BKSFLD
2044,32969,17,1/23/2023,5/19/2023, 1:00:00 PM, 3:30:00 PM,,,W,,,,,SCI II,BKSFLD
2045,32970,12,1/23/2023,5/19/2023, 1:00:00 PM, 2:15:00 PM,M,,W,,,,,RNEC,BKSFLD
2046,32971,14,1/23/2023,5/19/2023, 2:30:00 PM, 3:20:00 PM,M,,,,F,,,WSL,BKSFLD
2047,32972,14,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,,,F,,,EC II,BKSFLD
2048,32981,19,1/23/2023,5/19/2023, 5:45:00 PM, 7:00:00 PM,,T,,R,,,,SCI III,BKSFLD
2049,32973,13,1/23/2023,5/19/2023, 8:00:00 AM, 8:50:00 AM,M,,W,,F,,,DDH,BKSFLD
2050,32974,13,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,M,,,,,,,EC II,BKSFLD
2054,32976,17,1/23/2023,5/19/2023, 9:00:00 AM, 9:50:00 AM,M,,W,,F,,,DDH,BKSFLD
2055,32977,17,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,,W,,,,,WSL,BKSFLD
2056,33076,24,1/23/2023,5/19/2023, 7:00:00 PM, 8:15:00 PM,M,,W,,,,,BDC,BKSFLD
2058,32982,12,1/23/2023,5/19/2023, 4:00:00 PM, 5:15:00 PM,M,,W,,,,,SCI II,BKSFLD
2059,32983,12,1/23/2023,5/19/2023, 5:30:00 PM, 6:45:00 PM,,T,,R,,,,SCI III,BKSFLD
2060,32984,12,1/23/2023,5/19/2023,10:00:00 AM,12:30:00 PM,,T,,,,,,SCI II,BKSFLD
2062,32980,11,1/23/2023,5/19/2023, 8:30:00 AM, 9:45:00 AM,,T,,R,,,,SCI II,BKSFLD
